,Číslo záznamu,Typ záznamu,Je součást čeho (číslo záznamu),"typ díla (celé dílo, úryvek, antologie, souborné dílo)",Vztah k originálu (překlad vs. adaptace),Druh adaptace (slovem),Autor/ka + kód autority,Název díla dle titulu v latince,Název díla v původním písmu,Údaje o odpovědnosti a další informace (z titulní strany),Původní název,Jazyk díla,Výchozí jazyk ,Zprostředkovací jazyk,Údaje o zprostředkovacím díle,"Město vydání, země vydání, nakladatel",Nakadatel v původním písmu,"Edice, svazek",Název edice v původním písmu,Údaje o časopiseckém vydání,Název časopisu v původním písmu,Počet stran,Rok,ISBN,Další role,Další role v původním písmu,Zdroj či odkaz,Volná poznámka,technická poznámka,Sloupec1,non-fiction
744,745,kniha,,antologie,překlad,,"Koprivnikar, Aljaž (pna20181006705)",Antholojia Neon Tsechon Piiton = Antologie mladé české poezie,Ανθολογία Νέων Τσέχων Ποιητών = Antologie mladé české poezie,"Anthologisi, prologos Aliaz Koprivnikar § Metafrasi Sterja Kavvalu = Výběr, předmluva Aljaž Koprivnikar § Překlad Sterja Kavvalu",Ανθολογία Νέων Τσέχων Ποιητών = Antologie mladé české poezie,cze § gre,cze,,,Atény (Řecko) : Vakchikon,Βακχικόν,"Vakchikon Piisi, Antholojies Neon Piiton","Βακχικόν Ποίηση, Ανθολογίες Νέων Ποιητών",,,166,2019,978-960-638-095-2,"Kavvalu, Sterja (trl)","Κάββαλου, Στέργια",,"1. vydání § Medailony autorů § Životopisy básníků § Koprivnikar, Aljaž : Předmluva",,nan,nan
745,746,část knihy,745,celé dílo,nan,nan,"Kausc, Emma (av2016933803)",Status quo ante bellum,nan,nan,Status quo ante bellum,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
746,747,část knihy,745,celé dílo,,,"Kausc, Emma (av2016933803)",Prin ton polemo I,Πριν τον πόλεμο Ι,,Před válkou I,,,,,,,,,,,,,,,,,,,nan,nan
747,748,část knihy,745,celé dílo,nan,nan,"Kausc, Emma (av2016933803)",Ston polemo I,Στον πόλεμο Ι,nan,Během války I,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
748,749,část knihy,745,celé dílo,,,"Kausc, Emma (av2016933803)",Meta ton polemo I,Μετά τον πόλεμο Ι,,Po válce I,,,,,,,,,,,,,,,,,,,nan,nan
749,750,část knihy,745,celé dílo,nan,nan,"Kausc, Emma (av2016933803)",Prin ton polemo II,Πριν τον πόλεμο ΙΙ,nan,Před válkou II,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
750,751,část knihy,745,celé dílo,,,"Kausc, Emma (av2016933803)",Ston polemo II,Στον πόλεμο ΙΙ,,Během války II,,,,,,,,,,,,,,,,,,,nan,nan
751,752,část knihy,745,celé dílo,nan,nan,"Lazarová, Zuzana (jo2014846031)",Lilith,Λίλιθ,nan,Lilith,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
752,753,část knihy,745,celé dílo,,,"Macl, Ondřej (pna2017973707)",Ja pion logo jennithikes : Jati jennithike i Sapfo?,Για ποιον λόγο γεννήθηκες : Γιατί γεννήθηκε η Σαπφώ;,,K čemu jste na světě : K čemu je Sapfó na světe?,,,,,,,,,,,,,,,,,,,nan,nan
753,754,část knihy,745,celé dílo,nan,nan,"Macl, Ondřej (pna2017973707)",Ja pion logo jennithikes : jati jennithike i pringipissa?,Για ποιον λόγο γεννήθηκες : Γιατί γεννήθηκε η προγκίπισσα;,nan,K čemu jste na světě : K čemu jsou princezny na světě?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
754,755,část knihy,745,celé dílo,,,"Macl, Ondřej (pna2017973707)",Ja pion logo jennithikes : Jati jennithike i mikri gorgona?,Για ποιον λόγο γεννήθηκες : Γιατί γεννήθηκε η μικρή γοργόνα;,,K čemu jste na světě : K čemu je malá mořská víla?,,,,,,,,,,,,,,,,,,,nan,nan
755,756,část knihy,745,celé dílo,nan,nan,"Macl, Ondřej (pna2017973707)",Ja pion logo jennithikes : Jati jennithike i Chilari,Για ποιον λόγο γεννήθηκες : Γιατί γεννήθηκε η Χίλαρι,nan,K čemu jste na světě : K čemu je Hillary na světě,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
756,757,část knihy,745,celé dílo,,,"Macl, Ondřej (pna2017973707)",Ja pion logo jennithikes : Jati jennithikan i trans jynekes?,Για ποιον λόγο γεννήθηκες : Γιατί γεννήθηκαν οι τρανς γυναίκες;,,K čemu jste na světě : K čemu jsou transky na světě?,,,,,,,,,,,,,,,,,,,nan,nan
757,758,část knihy,745,celé dílo,nan,nan,"Babáková, Bernardeta (av20181018091)",Enamisi metro pio kato,Ενάμιση μέτρο πιο κάτω,nan,Metr a půl pod náma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
758,759,část knihy,745,celé dílo,,,"Babáková, Bernardeta (av20181018091)",XXXX,ΧΧΧΧ,,XXXX,,,,,,,,,,,,,,,,,,,nan,nan
759,760,část knihy,745,celé dílo,nan,nan,"Babáková, Bernardeta (av20181018091)",I synomiliki mas,Οι συνομήλικοί μας,nan,Lidé v našem věku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
760,761,část knihy,745,celé dílo,,,"Babáková, Bernardeta (av20181018091)",XXX,ΧΧΧ,,XXX,,,,,,,,,,,,,,,,,,,nan,nan
761,762,část knihy,745,celé dílo,nan,nan,"Babáková, Bernardeta (av20181018091)",XXXX : Dilosi,ΧΧΧΧ : Δήλωση,nan,XXXX : Vyznání,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
762,763,část knihy,745,celé dílo,,,"Paterová, Natálie (jo2012733527)",O Theos den kutseni,Ο Θεός δεν κουτσαίνει,,Bůh nekulhá,,,,,,,,,,,,,,,,,,,nan,nan
763,764,část knihy,745,celé dílo,nan,nan,"Paterová, Natálie (jo2012733527)",XXXX,ΧΧΧΧ,nan,XXXX,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
764,765,část knihy,745,celé dílo,,,"Paterová, Natálie (jo2012733527)",Paraskevi 9/4,Παρασκευή 9/4,,Pátek 4/9,,,,,,,,,,,,,,,,,,,nan,nan
765,766,část knihy,745,celé dílo,nan,nan,"Paterová, Natálie (jo2012733527)",Techni,Τέχνη,nan,Umění,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
766,767,část knihy,745,celé dílo,,,"Paterová, Natálie (jo2012733527)",XXX,ΧΧΧ,,XXX,,,,,,,,,,,,,,,,,,,nan,nan
767,768,část knihy,745,celé dílo,nan,nan,"Poch, Martin (js20070202013)",17. 5. 2013 / Narkopedio / Ja tin Divuska,17. 5. 2013 / Ναρκοπέδιο / Για την Ντιβούσκα,nan,17. 5. 2013 / Minové pole / Divušce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
768,769,část knihy,745,celé dílo,,,"Poch, Martin (js20070202013)",17. 5. 2013 / Elenchos tu klimatos / Stin Divuska,17. 5. 2013 / Έλεγχος του κλίματος / Στην Ντιβούσκα,,17. 5. 2013 / Vzduchotechnika / Divušce,,,,,,,,,,,,,,,,,,,nan,nan
769,770,část knihy,745,celé dílo,nan,nan,"Poch, Martin (js20070202013)",22. 9. 2014 / Spilia Martina / Ja ton Sverak,22. 9. 2014 / Σπηλιά Μαρτίνα / Για τον Σβέρακ,nan,22. 9. 2014 / Jeskyně Martina / Svěrákovi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
770,771,část knihy,745,celé dílo,,,"Poch, Martin (js20070202013)",13. 11. 2014 / Exo / Divuska,13. 11. 2014 / Έξω / Ντιβούσκα,,13. 11. 2014 / Outdoor / Divušce,,,,,,,,,,,,,,,,,,,nan,nan
771,772,část knihy,745,celé dílo,nan,nan,"Poch, Martin (js20070202013)",30.03.2015,30.03.2015,nan,30.03.2015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
772,773,část knihy,745,celé dílo,,,"Škrob, Jan (av2016918481)",Me to prosopo ston ticho,Με το πρόσωπο στον τοίχο,,Tváří ke zdi,,,,,,,,,,,,,,,,,,,nan,nan
773,774,část knihy,745,celé dílo,nan,nan,"Škrob, Jan (av2016918481)",Duvlino,Δουβλίνο,nan,Dublin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
774,775,část knihy,745,celé dílo,,,"Škrob, Jan (av2016918481)",Krevatia,Κρεβάτια,,Postele,,,,,,,,,,,,,,,,,,,nan,nan
775,776,část knihy,745,celé dílo,nan,nan,"Čada, Tomáš (js20090313003)",Perilipsi mias apolias,Περίληψη μιας απώλειας,nan,Bilance prohry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
776,777,část knihy,745,celé dílo,,,"Čada, Tomáš (js20090313003)",Imun eki,Ήμουν εκεί,,Byl jsem při tom,,,,,,,,,,,,,,,,,,,nan,nan
777,778,část knihy,745,celé dílo,nan,nan,"Čada, Tomáš (js20090313003)",Enger,Έγκερ,nan,Eger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
778,779,část knihy,745,celé dílo,,,"Čada, Tomáš (js20090313003)",Enchiridio ja tin kataskevi tis kolasis,Εγχειρίδιο για την κατασκευή της κόλασης,,Manuál ke konstrukci pekla,,,,,,,,,,,,,,,,,,,nan,nan
779,780,část knihy,745,celé dílo,nan,nan,"Čada, Tomáš (js20090313003)",Makria chrysi klosti,Μακριά χρυσή κλωστή,nan,Dlouhá červená nit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
780,781,část knihy,745,celé dílo,,,"Čada, Tomáš (js20090313003)","Enas andras, mia jyneka ke mia gnomi","Ένας άντρας, μια γυναίκα και μια γνώμη",,"Muž, žena a názor",,,,,,,,,,,,,,,,,,,nan,nan
781,782,část knihy,745,celé dílo,nan,nan,"Feryna, Marie (av2017942117)",Viarre I,Βιάρρε Ι,nan,Viarre I,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
782,783,část knihy,745,celé dílo,,,"Feryna, Marie (av2017942117)",Viarre II,Βιάρρε ΙΙ,,Viarre II,,,,,,,,,,,,,,,,,,,nan,nan
783,784,část knihy,745,celé dílo,nan,nan,"Feryna, Marie (av2017942117)",Viarre III,Βιάρε ΙΙΙ,nan,Viarre III,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
784,785,část knihy,745,celé dílo,,,"Feryna, Marie (av2017942117)",Viarre IV,Βιάρε IV,,Viarre IV,,,,,,,,,,,,,,,,,,,nan,nan
785,786,část knihy,745,celé dílo,nan,nan,"Feryna, Marie (av2017942117)",Viarre V,Βιάρρε V,nan,Viarre V,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
786,787,část knihy,745,celé dílo,,,"Hanus, Ondřej (js20071019002)",Sidirodromikos stathmos tu Holešovice I,Σιδηροδρομικός σταθμός του Holešovice I,,Nádraží Holešovice I,,,,,,,,,,,,,,,,,,,nan,nan
787,788,část knihy,745,celé dílo,nan,nan,"Hanus, Ondřej (js20071019002)",Sidirodromikos stathmos tu Holešovice II,Σιδηροδρομικός σταθμός του Holešovice II,nan,Nádraží Holešovice II,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
788,789,část knihy,745,celé dílo,,,"Hanus, Ondřej (js20071019002)",Sidirodromikos stathmos tu Holešovice III,Σιδηροδρομικός σταθμός του Holešovice III,,Nádraží Holešovice III,,,,,,,,,,,,,,,,,,,nan,nan
789,790,část knihy,745,celé dílo,nan,nan,"Hanus, Ondřej (js20071019002)",Sidirodromikos stathmos tu Holešovice IV,Σιδηροδρομικός σταθμός του Holešovice IV,nan,Nádraží Holešovice IV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan
790,791,část knihy,745,celé dílo,,,"Hanus, Ondřej (js20071019002)",Sidirodromikos stathmos tu Holešovice V,Σιδηροδρομικός σταθμός του Holešovice V,,Nádraží Holešovice V,,,,,,,,,,,,,,,,,,,nan,nan
791,792,kniha,nan,antologie,překlad,nan,"Kundera, Milan (jk01070894)",Monoloji,Μονόλογοι,Metafrasi apo ta tsechika Andreas Tsakalis,Monology,gre,cze,nan,nan,Soluň (Řecko) : Leschi tu vivliu,Λέσχη του βιβλίου,nan,nan,nan,nan,78,1991,nan,"Tsakalis, Andreas (trl) § Zuraris, K. (aui) § Brunovský, Albín (ill)","Τσάκαλης, Αντρέας § Ζουράρις, Κ. § Brunovský, Albín",nan,"Zuraris, K. : I amirogamos michia tu Kundera",nan,nan,nan
792,793,část knihy,792,celé dílo,,,,Pothos ja ypno,Πόθος για ύπνο,,Touha po spánku,,,,,,,,,,,,,,,,,,,,nan
793,794,část knihy,792,celé dílo,nan,nan,nan,Mi m'angizis,Μη μ' αγγίζεις,nan,Nedotýkej se mne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
794,795,část knihy,792,celé dílo,,,,Fovame tin agapi su,Φοβάμαι την αγάπη σου,,Bojím se tvé lásky,,,,,,,,,,,,,,,,,,,,nan
795,796,část knihy,792,celé dílo,nan,nan,nan,"Ochi, esy den xeris","Όχι, εσύ δεν ξέρεις",nan,"Ne, ty nevíš",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
796,797,část knihy,792,celé dílo,,,,"Ola apokalyfthikan, ine mazi ja televtea fora","Όλα αποκαλύφθηκαν, είναι μαζί για τελευταία φορά",,"Všechno je prozrazeno, jsou spolu naposled",,,,,,,,,,,,,,,,,,,,nan
797,798,část knihy,792,celé dílo,nan,nan,nan,Jati ise toso omorfi,Γιατί είσαι τόσο όμορφη,nan,Proč jsi tak krásná,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
798,799,část knihy,792,celé dílo,,,,Tha 'tan kalytera na sopenes,Θα 'ταν καλύτερα να σώπαινες,,Kdybys tak raději mlčel,,,,,,,,,,,,,,,,,,,,nan
799,800,část knihy,792,celé dílo,nan,nan,nan,To monadiko salio sta mallia tis Afroditis,Το μοναδικό σάλιο στα μαλλιά της Αφροδίτης,nan,Jediná slina ve vlasech Venuše,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
800,801,část knihy,792,celé dílo,,,,Afise to fos anammeno,Άφησε το φώς αναμμένο,,Nech rozžato,,,,,,,,,,,,,,,,,,,,nan
801,802,část knihy,792,celé dílo,nan,nan,nan,Klise to fos,Κλείσε το φώς,nan,Zhasni,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
802,803,část knihy,792,celé dílo,,,,Ja ti pragma skeftomun?,Για τι πράγμα σκεφτόμουν;,,Na co jsem myslel?,,,,,,,,,,,,,,,,,,,,nan
803,804,část knihy,792,celé dílo,nan,nan,nan,Ithela na fygo apo 'do,Ήθελα να φύγω από 'δω,nan,Chtěla bych odtud odejít,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
804,805,část knihy,792,celé dílo,,,,To rodo,Το ρόδο,,Růže,,,,,,,,,,,,,,,,,,,,nan
805,806,část knihy,792,celé dílo,nan,nan,nan,Ke tote synandise to Janno to koritsaki ke ton rotise,Και τότε συνάντησε το Γιαννό το κοριτσάκι και τον ρώτησε,nan,A tehdy potkalo Jana děvčátko a tázalo se ho...,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
806,807,část knihy,792,celé dílo,,,,Pajida,Παγίδα,,Past,,,,,,,,,,,,,,,,,,,,nan
807,808,část knihy,792,celé dílo,nan,nan,nan,Eksomolojisi enos monachiku andra,Εξομολόγηση ενός μοναχικού άντρα,nan,Zpověď osamělého muže,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
808,809,část knihy,792,celé dílo,,,,Jeratia,Γερατειά,,Stárnutí,,,,,,,,,,,,,,,,,,,,nan
809,810,část knihy,792,celé dílo,nan,nan,nan,Emfragma,Έμφραγμα,nan,Infarkt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
810,811,část knihy,792,celé dílo,,,,O stratiotis Urban,Ο στρατιώτης Ουρμπάν,,Voják Urban,,,,,,,,,,,,,,,,,,,,nan
811,812,část knihy,792,celé dílo,nan,nan,nan,To vrady,Το βράδυ,nan,Na noc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
812,813,část knihy,792,celé dílo,,,,Paralirima,Παραλήρημα,,Blouznění,,,,,,,,,,,,,,,,,,,,nan
813,814,část knihy,792,celé dílo,nan,nan,nan,Proti parallaji sto thanato,Πρώτη παραλλαγή στο θάνατο,nan,První variace na smrt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
814,815,část knihy,792,celé dílo,,,,Devteri parallaji sto thanato,Δεύτερη παραλλαγή στο θάνατο,,Druhá variace na smrt,,,,,,,,,,,,,,,,,,,,nan
815,816,část knihy,792,celé dílo,nan,nan,nan,Triti parallaji sto thanato,Τρίτη παραλλαγή στο θάνατο,nan,Třetí variace na smrt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
816,817,část knihy,792,celé dílo,,,,O mikrulis,Ο μικρούλης,,Malíček,,,,,,,,,,,,,,,,,,,,nan
817,818,část knihy,792,celé dílo,nan,nan,nan,I skepsis,Οι σκέψεις,nan,Myšlenky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
818,819,část knihy,792,celé dílo,,,,Vlefara,Βλέφαρα,,Víčka,,,,,,,,,,,,,,,,,,,,nan
819,820,část knihy,792,celé dílo,nan,nan,nan,To salio,Το σάλιο,nan,Sliny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
820,821,článek v časopise,,antologie,překlad,,"Pešek, Dalibor (jk01092634)",Akoluthondas tin syndaji : Piimata,Ακολουθώντας την συνταγή : Ποιήματα,,Listy ze zápisníku,gre,cze,,,Peania (Řecko),,To Oktaselido tu Bilietu,Το Οκτασέλιδο του Μπιλιέτου,"Bilieto, leden–březen 2002, č. 32",Μπιλιέτο,8,2002,,"Tsizek, Karolos (trl) § Karajanni, Maria (trl)","Τσίζεκ, Κάρολος § Καραγιάννη, Μαρία",,Medailon autora § ISSN 1106-6032 § samostatný otisk článku,,ISSN takto?,nan
821,822,část knihy,821,celé dílo,nan,nan,nan,Televtea synandisi,Τελευταία συνάντηση,nan,Poslední setkání,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
822,823,část knihy,821,celé dílo,,,,Akoluthondas ti syndaji,Ακολουθώντας τη συνταγή,,Podle receptu,,,,,,,,,,,,,,,,,,,,nan
823,824,část knihy,821,celé dílo,nan,nan,nan,Makrini diadromi,Μακρινή διαδρομή,nan,Dálková jízda,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
824,825,část knihy,821,celé dílo,,,,Skylisia synchroni epochi,Σκυλίσια σύγχρονη εποχή,,Psí novověk,,,,,,,,,,,,,,,,,,,,nan
825,826,část knihy,821,celé dílo,nan,nan,nan,Tipota enandion ton nanon,Τίποτα εναντίον των νάνων,nan,Nic proti trpaslíkům,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
826,827,část knihy,821,celé dílo,,,,Schetikotita,Σχετικότητα,,Relativita,,,,,,,,,,,,,,,,,,,,nan
827,828,část knihy,821,celé dílo,nan,nan,nan,Lipon,Λοιπόν,nan,Tak co,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
828,829,část knihy,821,celé dílo,,,,Lexis,Λέξεις,,Slova,,,,,,,,,,,,,,,,,,,,nan
829,830,kniha,nan,antologie,překlad,nan,"Rudčenková, Kateřina (jn20000402142)",Perpatondas stus ammolofus,Περπατώντας στους αμμόλοφους,Anthologio piimaton,originál neexistuje,gre,cze,nan,nan,Atény (Řecko) : Vakchikon,Βακχικόν,Piisi ap' olo ton kosmo,Ποίηση απ'όλο τον κόσμο,nan,nan,46,2020,978-960-638-194-2,"Kavvalu, Sterja (trl) § Dimitriadu, Androniki (trl) § Andoniu, Andreas (trl) § Tsuva, Lilia (aui)","Κάββαλου, Στέργια § Δημητριάδου, Ανδρονίκη § Αντωνίου, Ανδρέας § Τσούβα, Λίλια",nan,"Tsuva, Lilia : I vasilissa ton valton ke ton kalamion",nan,nan,nan
830,831,část knihy,830,celé dílo,,,,Tha  edina ta panda ja na katevi i Achmatova,Θα έδινα τα πάντα για να κατέβει η Αχμάτοβα,,"Co bych dal za to, aby Achmatovová sestoupila",,,,,,,,,,,,,,,,,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",,,nan
831,832,část knihy,830,celé dílo,nan,nan,nan,Puthena,Πουθενά,nan,Nikde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",nan,nan,nan
832,833,část knihy,830,celé dílo,,,,Nychtes,Νύχτες,,Noci,,,,,,,,,,,,,,,,,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",,,nan
833,834,část knihy,830,celé dílo,nan,nan,nan,Pyrgos,Πύργος,nan,Věž,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",nan,nan,nan
834,835,část knihy,830,celé dílo,,,,"Mia jyneka sto treno, milai","Μια γυναίκα στο τρένο, μιλάει",,"Žena ve vlaku, která ke svému",,,,,,,,,,,,,,,,,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",,,nan
835,836,část knihy,830,celé dílo,nan,nan,nan,"Ne, zo mesa sto piano","Ναι, ζω μέσα στο πιάνο",nan,"Ano, já bydlím v klavíru",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Není nutné, abyste mě navštěvoval, 2001",nan,nan,nan
836,837,část knihy,830,celé dílo,,,,Ekkremes,Εκκρεμές,,Kyvadlo,,,,,,,,,,,,,,,,,"Ze sbírky Popel a slast, 2004",,,nan
837,838,část knihy,830,celé dílo,nan,nan,nan,Nychta me ena delfini,Νύχτα με ένα δελφίνι,nan,Noc s delfínem,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Popel a slast, 2004",nan,nan,nan
838,839,část knihy,830,celé dílo,,,,"Panda emis, panda i alli","Πάντα εμείς, πάντα οι άλλοι",,"Vždy my, vždy jiní",,,,,,,,,,,,,,,,,"Ze sbírky Popel a slast, 2004",,,nan
839,840,část knihy,830,celé dílo,nan,nan,nan,Ja ton chrono,Για τον χρόνο,nan,O čase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Popel a slast, 2004",nan,nan,nan
840,841,část knihy,830,celé dílo,,,,"Stin akti, jortasa ti zoi","Στην ακτή, γιόρτασα τη ζωή",,Slavila jsem život na pobřeží,,,,,,,,,,,,,,,,,"Ze sbírky Popel a slast, 2004",,,nan
841,842,část knihy,830,celé dílo,nan,nan,nan,Lefki aspida,Λευκή ασπίδα,nan,Bílý štít,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Popel a slast, 2004",nan,nan,nan
842,843,část knihy,830,celé dílo,,,,Stachti ke pothos,Στάχτη και πόθος,,Popel a slast,,,,,,,,,,,,,,,,,"Ze sbírky Popel a slast, 2004",,,nan
843,844,část knihy,830,celé dílo,nan,nan,nan,Mesa sto oniro kitazo kato,Μέσα στο όνειρο κοιτάζω κάτω,nan,Ve snu shlížím,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Ze sbírky Chůze po dunách, 2013",nan,nan,nan
